"","School.Name","School.Type","Region","Is.Party","STABBR","CONTROL","Tier","COSTT4_A","MN_EARN_WNE_P6","MD_EARN_WNE_P6","PCT25_EARN_WNE_P6","PCT75_EARN_WNE_P6","SD_EARN_WNE_P6","MD_EARN_WNE_P8","MN_EARN_WNE_P10","MD_EARN_WNE_P10","PCT25_EARN_WNE_P10","PCT75_EARN_WNE_P10","SD_EARN_WNE_P10","BE_MN_P6","BE_MD_P6","BE_MN_P10","BE_MD_P10","ROI_MN_P6","ROI_MD_P6","ROI_MN_P10","ROI_MD_P10","gender","gendered_Income_P10","gendered_Income_P6","family_income_level","born_Income_P10","born_Income_P6"
"610","San Francisco State University","State","California",FALSE,"CA","Public","Selective public",19998,42100,38000,22200,55500,29100,44000,54700,49200,29500,71200,37900,1.90004750593824,2.10505263157895,1.46237659963437,1.62585365853659,110.521052105211,90.01900190019,173.527352735274,146.024602460246,"Female",51900,41100,"High",55600,40500
"611","San Jose State University","State","California",FALSE,"CA","Public","Selective public",21112,47200,42200,25500,61800,36500,49400,63800,56100,34600,83900,47800,1.78915254237288,2.00113744075829,1.32363636363636,1.505311942959,123.569533914362,99.8863205759757,202.197802197802,165.725653656688,"Female",59000,44500,"High",67800,47900
"612","California State University-Stanislaus","State","California",FALSE,"CA","Public","Selective public",16190,39300,35000,20200,51200,28100,39300,48500,45400,27500,62500,32700,1.64783715012723,1.85028571428571,1.33525773195876,1.42643171806167,142.742433600988,116.182828906733,199.567634342187,180.420012353305,"Female",46200,37500,"High",52000,43000
"613","Pomona College","Liberal Arts","California",FALSE,"CA","Private nonprofit","Other elite schools (public and private)",59730,51200,41100,18900,61200,61100,51300,77300,58100,41300,83000,82300,4.66640625,5.81313868613139,3.09081500646831,4.11222030981067,-14.2809308555165,-31.1903566047212,29.4157040013394,-2.72894692784196,"Female",59700,35500,"High",88200,49500
"614","Occidental College","Liberal Arts","California",FALSE,"CA","Private nonprofit","Other elite schools (public and private)",63363,40700,39200,22600,53800,25600,47200,59400,50600,29700,76100,48100,6.22732186732187,6.46561224489796,4.26686868686869,5.00893280632411,-35.7669302274198,-38.1342423812004,-6.25443871028834,-20.1426700124678,"Female",55600,38800,"High",58200,41100
"615","University of California-Berkeley","State","California",FALSE,"CA","Public","Highly selective public",33020,57600,48700,27500,75500,50800,56800,79000,64700,41000,99700,72200,2.29305555555556,2.71211498973306,1.67189873417722,2.04142194744977,74.4397334948516,47.4863718958207,139.248940036342,95.9418534221684,"Female",69200,49800,"High",80100,60100
"616","University of California-Davis","State","California",FALSE,"CA","Public","Selective public",32638,45300,40400,23600,59400,31400,49200,68100,58200,38800,85800,52000,2.88194260485651,3.23148514851485,1.91706314243759,2.24316151202749,38.7952693179729,23.782094491084,108.652490961456,78.3197499846804,"Female",63400,42100,"High",67200,47900
"617","University of California-Irvine","State","California",FALSE,"CA","Public","Highly selective public",29759,44300,41100,24500,58900,28900,48800,65800,58400,35400,84800,50300,2.68704288939052,2.89625304136253,1.80905775075988,2.03828767123288,48.8625289828287,38.1094794851978,121.109580295037,96.2431533317652,"Female",60400,40700,"High",64600,45600
"618","University of California-Riverside","State","California",FALSE,"CA","Public","Selective public",30174,36800,33700,19900,49000,25400,42000,55300,49700,31800,70500,41400,3.27978260869565,3.58148367952522,2.1825678119349,2.42849094567404,21.9593027109432,11.6855571021409,83.2703652150858,64.7113408895075,"Female",49700,34500,"High",57300,40000
"619","University of California-San Diego","State","California",FALSE,"CA","Public","Highly selective public",30092,48200,43400,26200,62500,36900,52100,69600,59900,38800,88500,52900,2.49726141078838,2.77345622119816,1.72942528735632,2.00948247078464,60.1754619167885,44.224378572378,131.290708493952,99.056227568789,"Female",63900,43400,"High",68300,50000
"620","University of California-Santa Barbara","State","California",TRUE,"CA","Public","Highly selective public",33826,42800,39000,22900,56300,29300,46800,62400,55300,34000,79800,50700,3.16130841121495,3.46933333333333,2.16833333333333,2.44672694394213,26.5298882516407,15.2959262106072,84.4734819369716,63.4837107550405,"Female",56300,40400,"High",68200,44600
"621","University of California-Santa Cruz","State","California",FALSE,"CA","Public","Selective public",33036,38400,33800,19400,50200,28500,40700,53800,46900,27700,68100,42700,3.44125,3.90958579881657,2.45620817843866,2.81756929637527,16.2368325463131,2.31262864753602,62.8526455987408,41.9663397505751,"Female",49000,35600,"High",55900,39300
"622","Colorado College","Liberal Arts","Western",FALSE,"CO","Private nonprofit","Highly selective private",57400,35900,34000,17300,49100,25800,40600,49900,45400,27100,61600,40300,6.39554317548747,6.75294117647059,4.60120240480962,5.05726872246696,-37.4564459930314,-40.7665505226481,-13.0662020905923,-20.9059233449477,"Female",45900,32900,"High",52900,37800
"623","Colorado School of Mines","Engineering","Western",FALSE,"CO","Public","Highly selective public",30154,74700,69200,51100,92000,40000,72200,95600,84900,55800,118300,64800,1.61467202141901,1.74300578034682,1.26167364016736,1.42068315665489,147.728327916694,129.488625058035,217.039198779598,181.55468594548,"Female",89600,68900,"High",95300,74900
"624","Fort Lewis College","Liberal Arts","Western",FALSE,"CO","Public","Selective public",21691,30500,28100,16600,39000,20800,30500,39400,35200,20700,50800,28900,2.84472131147541,3.08768683274021,2.20213197969543,2.46488636363636,40.6113134479738,29.5468166520677,81.6421557327924,62.2792863399567,"Female",35000,28200,"High",42900,31900
"625","University of Connecticut","State","Northeastern",FALSE,"CT","Public","Highly selective public",26966,49800,46400,29400,64500,40400,52700,66000,58400,39900,82500,49200,2.1659437751004,2.32465517241379,1.63430303030303,1.84698630136986,84.6770006675072,72.0685307424164,144.752651487058,116.569012830972,"Female",59300,46800,"High",67600,52000
"626","Wesleyan University","Liberal Arts","Northeastern",FALSE,"CT","Private nonprofit","Other elite schools (public and private)",62849,46400,42100,22900,55500,44000,46400,63400,54700,33000,76400,49800,5.41801724137931,5.97140142517815,3.96523659305994,4.59590493601462,-26.1722541329218,-33.0140495473277,0.876704482171554,-12.9659978679056,"Female",57000,39600,"High",65100,48800
"627","Yale University","Ivy League","Northeastern",FALSE,"CT","Private nonprofit","Ivy Plus",61620,67800,56600,32400,88200,53400,72400,124400,83200,52200,153300,136200,3.6353982300885,4.3547703180212,1.98135048231511,2.9625,10.0292112950341,-8.14670561506005,101.882505679974,35.0210970464135,"Female",100200,64900,"High",124100,69600
"628","University of Delaware","State","Southern",FALSE,"DE","Public","Selective public",23357,48100,46700,31000,63600,25000,52700,64000,57000,39400,80900,42700,1.94237006237006,2.00059957173448,1.4598125,1.63908771929825,105.933981247592,99.9400607954789,174.007792096588,144.038189836023,"Female",59200,46400,"High",67900,50500
"629","Florida Atlantic University","State","Southern",FALSE,"FL","Public","Selective public",19310,38800,36200,22500,49400,29300,40500,48300,43200,27500,61500,33800,1.99072164948454,2.13370165745856,1.5991718426501,1.78796296296296,100.932159502848,87.4676333505955,150.129466597618,123.718280683584,"Female",45200,37400,"High",51300,40000
"630","Florida State University","State","Southern",TRUE,"FL","Public","Selective public",21408,39700,36500,23600,50100,32300,42300,53900,46400,30900,67400,44500,2.15697732997481,2.34608219178082,1.58871985157699,1.84551724137931,85.4446935724963,70.4970104633782,151.775037369208,116.741405082212,"Female",48700,37200,"High",54800,40400
"631","University of Florida","State","Southern",TRUE,"FL","Public","Highly selective public",20085,47700,42600,26800,62000,37000,48100,65700,56000,36600,84100,53000,1.68427672955975,1.88591549295775,1.22283105022831,1.43464285714286,137.490664675131,112.09858103062,227.109783420463,178.815036096589,"Female",60300,43400,"High",68500,49000
"632","Georgia State University","State","Southern",FALSE,"GA","Public","Selective public",24377,38100,35200,20900,50700,24900,39400,48200,43300,26000,62700,34000,2.55926509186352,2.77011363636364,2.02298755186722,2.2519168591224,56.2948681133856,44.3984083357263,97.7273659597161,77.6264511629815,"Female",44100,36000,"High",50200,38400
"633","University of Georgia","State","Southern",TRUE,"GA","Public","Highly selective public",21981,45200,39900,25800,55600,48000,46000,59100,50500,32800,74200,49900,1.94522123893805,2.20360902255639,1.48771573604061,1.74106930693069,105.632136845457,81.52040398526,168.868568308994,129.743869705655,"Female",52900,40000,"High",60900,45300
"634","Boise State University","State","Western",FALSE,"ID","Public","Selective public",18651,35600,31000,18600,45900,33800,34000,43100,37100,22400,55800,36400,2.09561797752809,2.40658064516129,1.73095127610209,2.01088948787062,90.8744839418798,66.2109270280414,131.086804997051,98.916948152914,"Female",35700,31600,"High",46100,37900
"635","Idaho State University","State","Western",FALSE,"ID","Public","Selective public",19089,34900,30700,16700,48000,25600,33100,43900,35700,20100,59200,38400,2.18785100286533,2.4871661237785,1.73931662870159,2.13882352941176,82.8278065901828,60.8256063701608,129.97537849023,87.018701870187,"Female",32700,28700,"High",47700,38300
"636","University of Idaho","State","Western",FALSE,"ID","Public","Selective public",19381,35500,31800,19900,46000,25700,37400,47000,41900,26600,61300,32200,2.18377464788732,2.43786163522013,1.64944680851064,1.85021479713604,83.1690831226459,64.0782209380321,142.505546669418,116.191115009545,"Female",39100,31200,"High",50600,36700
"637","Illinois Institute of Technology","Engineering","Midwestern",FALSE,"IL","Private nonprofit","Highly selective private",51572,60400,55800,39000,74800,37300,63300,78000,69100,44000,91900,64100,3.4153642384106,3.69691756272401,2.64471794871795,2.98535455861071,17.1178158690762,8.19824711083534,51.2448615527806,33.987435042271,"Female",69500,60400,"High",72400,56200
"638","Illinois State University","State","Midwestern",FALSE,"IL","Public","Selective public",26259,41600,39600,28800,52400,21400,43200,51600,47100,33600,64700,31600,2.52490384615385,2.65242424242424,2.03558139534884,2.23006369426752,58.4218744049659,50.8054381354964,96.5040557523135,79.3670741460071,"Female",46000,38700,"High",53600,42500
"639","Northern Illinois University","State","Midwestern",FALSE,"IL","Public","Selective public",27959,39400,36800,23300,52000,24500,41800,49800,45500,29500,65300,31400,2.83847715736041,3.03902173913043,2.24570281124498,2.45793406593407,40.9206337851855,31.6213026216961,78.117958439143,62.7382953610644,"Female",42300,35500,"High",52300,42000
"640","Ball State University","State","Midwestern",FALSE,"IN","Public","Selective public",21807,35300,34000,23000,44700,19200,37300,44600,41100,27700,56500,28200,2.47104815864023,2.56552941176471,1.95578475336323,2.12233576642336,61.8746274132159,55.9132388682533,104.521483927179,88.4715916907415,"Female",39500,33500,"High",46900,36200
"641","DePauw University","Liberal Arts","Midwestern",FALSE,"IN","Private nonprofit","Selective private",53410,43900,40400,25700,55500,27400,48300,66100,54000,37100,78200,53000,4.86651480637813,5.28811881188119,3.2320726172466,3.9562962962963,-17.8056543718405,-24.3587343194158,23.7595955813518,1.10466204830556,"Female",56300,40700,"High",72100,45800
"642","Grinnell College","Liberal Arts","Midwestern",FALSE,"IA","Private nonprofit","Highly selective private",56354,36700,32800,17900,49600,26100,40900,61000,49100,32800,77200,53700,6.14212534059946,6.87243902439024,3.69534426229508,4.59095723014257,-34.8759626645846,-41.7965006920538,8.24431273733896,-12.8722007310927,"Female",55000,33300,"High",63000,38800
"643","Iowa State University","State","Midwestern",FALSE,"IA","Public","Selective public",18828,44000,41200,28700,56300,26100,45300,56000,50700,35100,72500,34000,1.71163636363636,1.82796116504854,1.34485714285714,1.48544378698225,133.69449755683,118.823029530487,197.429360526875,169.279796048438,"Female",46600,37900,"High",57600,45300
"644","University of Iowa","State","Midwestern",TRUE,"IA","Public","Selective public",20691,47700,42200,29100,58700,38600,47000,62000,51900,35800,73700,53400,1.73509433962264,1.96123222748815,1.33490322580645,1.59468208092486,130.53501522401,103.953409695036,199.647189599343,150.833695809772,"Female",55600,44300,"High",61400,46200
"645","Pittsburg State University","State","Midwestern",FALSE,"KS","Public","Selective public",15931,37900,34900,23500,48300,21500,38100,44400,39400,26000,56300,30100,1.68137203166227,1.82590257879656,1.43522522522523,1.61736040609137,137.900947837549,119.069738246187,178.701901952169,147.316552633231,"Female",37400,33400,"High",48400,40200
"646","Kansas State University","State","Midwestern",FALSE,"KS","Public","Selective public",20722,41400,38400,25400,53400,27000,42100,51900,45600,31200,66400,37100,2.00212560386473,2.15854166666667,1.59707129094412,1.81771929824561,99.7876652832738,85.3102982337612,150.458449956568,120.055979152591,"Female",43700,36300,"High",54700,43400
"647","University of Kansas","State","Midwestern",FALSE,"KS","Public","Selective public",23049,45100,39200,26100,55100,45500,44600,59300,48800,32100,71000,55100,2.04425720620843,2.3519387755102,1.55473861720067,1.88926229508197,95.6700941472515,70.0724543364137,157.277973014014,111.72285131676,"Female",53900,42900,"High",58700,44000
"648","Morehead State University","State","Southern",FALSE,"KY","Public","Selective public",18191,30000,27200,16100,39000,28500,30400,37000,33100,20100,47500,28800,2.42546666666667,2.67514705882353,1.96659459459459,2.1983081570997,64.9167170578858,49.5244901324831,103.397284371392,81.9581111538673,"Female",32300,27100,"High",44800,32400
"649","University of Kentucky","State","Southern",FALSE,"KY","Public","Selective public",23162,43500,36900,24000,53800,45600,43500,54000,45100,29300,68200,45000,2.12983908045977,2.51078590785908,1.7157037037037,2.05427937915743,87.8076159226319,59.3126672998877,133.140488731543,94.7154822554184,"Female",48500,40200,"High",55300,40700
"650","University of Louisiana at Lafayette","State","Southern",FALSE,"LA","Public","Selective public",16112,37200,32800,20300,45400,35600,36600,46400,39900,25600,57700,37500,1.73247311827957,1.96487804878049,1.38896551724138,1.6152380952381,130.883813306852,103.574975173784,187.98411122145,147.641509433962,"Female",37400,31400,"High",53200,40600
"651","Bates College","Liberal Arts","Northeastern",FALSE,"ME","Private nonprofit","Other elite schools (public and private)",61000,46000,43100,26500,56200,30600,46100,74300,59200,40000,85400,66300,5.30434782608696,5.66125290023202,3.28398384925976,4.12162162162162,-24.5901639344262,-29.344262295082,21.8032786885246,-2.95081967213115,"Female",63200,42500,"High",74700,50200
"652","Bowdoin College","Liberal Arts","Northeastern",FALSE,"ME","Private nonprofit","Other elite schools (public and private)",59900,57100,44600,33000,65100,50000,51100,83300,65500,42700,104400,67500,4.19614711033275,5.37219730941704,2.87635054021609,3.65801526717557,-4.67445742904841,-25.542570951586,39.0651085141903,9.34891485809683,"Female",71500,48900,"High",88300,65300
"653","Colby College","Liberal Arts","Northeastern",FALSE,"ME","Private nonprofit","Other elite schools (public and private)",59110,50200,42700,31000,63800,33900,56800,71000,58100,37400,85200,77100,4.70996015936255,5.53723653395785,3.33014084507042,4.06953528399312,-15.0735916088648,-27.7618000338352,20.1150397563864,-1.70867873456268,"Female",59600,47500,"High",72600,51600
